"dataset_name";"cd_nom";"nom_cite";"the_geom_local";"date_min";"observers"
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1003458.7134 6382833.8112);2014-10-01 00:00:00.000;GARRAUD Luc, PAVON Daniel
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1003576.1004 6382909.1124);2014-10-01 00:00:00.000;GARRAUD Luc, PAVON Daniel
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1006471.110685 6380555.948685);2015-07-23 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998582.304361 6362371.475232);2017-06-07 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (990663.32768 6370151.32655);2017-06-30 00:00:00.000;VAN ES Jérémie, MARTIN-DHERMONT Laurent
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1000447.639532 6383505.203168);2017-07-07 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (1001443.178979 6369254.997391);2017-07-20 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (998627.982606 6362544.609619);2018-07-10 00:00:00.000;ABDULHAK Sylvain
SILENE Flore CBNA;91274;Cirsium acaule Scop.;POINT (997536.27001 6366184.079585);2018-07-24 00:00:00.000;PAULIN David, ABDULHAK Sylvain
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (996205.689 6375375.697);2010-06-14 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (996284.709 6375525.555);2010-06-14 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (1002520.696 6382429.014);2011-06-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (995533.071 6375658.276);2011-06-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (988520.163 6355695.056);2011-07-08 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (1000049.873 6375794.454);2011-08-03 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (1002008.59 6382674.85);2012-07-18 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (1002459.25 6382731.49);2012-07-18 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (997930.176 6375952.1268);2013-07-11 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (996944.1636 6376416.7794);2013-07-11 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (997810.8528 6376229.5044);2013-07-11 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (997714.0674 6376445.2278);2013-07-11 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (998014.0116 6375965.8914);2013-07-11 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (998033.3694 6375903.975);2013-07-11 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (987734.001 6368868.3522);2013-07-12 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (990473.724 6349435.7418);2013-07-18 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (1002556.3014 6382868.8488);2013-08-29 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (989143.210012 6350979.141714);2014-08-01 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (1006070.771499 6380040.67385);2015-07-23 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134199;Erigeron acer L. subsp. acer;POINT (1002073.283775 6382789.851664);2017-07-07 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134200;Erigeron acer L. subsp. angulosus (Gaudin) Vacc.;POINT (990035.37 6372035.04);2009-06-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134200;Erigeron acer L. subsp. angulosus (Gaudin) Vacc.;POINT (1005269.757 6372773.956);2011-08-03 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134200;Erigeron acer L. subsp. angulosus (Gaudin) Vacc.;POINT (1000900.1154 6371686.881);2013-07-23 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA;134200;Erigeron acer L. subsp. angulosus (Gaudin) Vacc.;POINT (1002976.5666 6375950.4564);2013-08-30 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1019430 6353125);1995-07-21 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025264 6340502);2004-07-13 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025264 6340502);2004-07-13 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1026037 6340609);2004-09-09 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1026014 6351449);2006-01-01 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1020561 6352326);2006-01-01 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024073 6352858);2006-01-01 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024290 6351515);2006-01-01 00:00:00.000;POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1009219 6337246);2009-05-11 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029673 6345682);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029637 6345484);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1028951 6345097);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029795 6345750);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029430 6345218);2010-05-26 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1059412 6323114);2010-05-28 00:00:00.000;GARRAUD Luc
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1030956 6345697);2011-06-22 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1030597 6345548);2011-06-22 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024830 6344509);2011-06-23 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1027497 6340560);2011-06-23 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024725 6344765);2011-06-23 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024868 6350696);2011-06-24 00:00:00.000;NOBLE Virgile / MICHAUD Henri
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024753 6350715);2011-06-24 00:00:00.000;NOBLE Virgile / MICHAUD Henri
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1026898 6347025);2011-06-28 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1026163 6347304);2011-06-28 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029220 6345189);2013-07-07 00:00:00.000;ANDRIEU Frédéric / POLIDORI Jean-Louis / GATIGNOL Patrick
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1026840 6350954);2014-06-16 00:00:00.000;THEBAULT Ludovic
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029438 6344899);2014-07-08 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1028508 6344243);2014-07-08 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029166 6345179);2014-07-08 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1017719 6353727);2014-07-15 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1019370 6352954);2014-07-15 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025532 6350458);2014-07-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1016906 6354678);2014-07-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025476 6350472);2014-07-16 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025562 6350155);2014-07-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024942 6349898);2014-07-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024922 6349874);2014-07-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025560 6350170);2014-07-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025641 6349913);2014-07-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025562 6350155);2014-07-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024942 6349898);2014-07-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024942 6349898);2014-07-24 00:00:00.000;VAN ES Jérémie
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1028329 6345612);2015-07-02 00:00:00.000;FRACHON Corinne
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1028410 6345720);2015-07-02 00:00:00.000;FRACHON Corinne
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029955 6345415);2015-07-06 00:00:00.000;FRACHON Corinne
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1029134 6346484);2015-07-28 00:00:00.000;FRACHON Corinne
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1020415 6352257);2016-05-15 00:00:00.000;THEBAULT Ludovic
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025668 6347511);2018-06-21 00:00:00.000;FRACHON Corinne
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1025953 6348018);2018-06-21 00:00:00.000;FRACHON Corinne
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1017175 6355279);2019-06-03 00:00:00.000;OFFERHAUS Benoît / BRAVET Pauline
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1023525 6351562);2019-06-04 00:00:00.000;NOBLE Virgile / VAN ES Jérémie / PAPUGA Guillaume
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024711 6341254);2019-06-06 00:00:00.000;OFFERHAUS Benoît / DELHAYE Sébastien
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1024711 6341254);2019-06-06 00:00:00.000;OFFERHAUS Benoît / DELHAYE Sébastien
SILENE Flore CBNA CBNMed;116744;Quercus petraea Liebl., 1784;POINT (1019419 6352710);2020-07-15 00:00:00.000;MICHAUD Henri / DIADEMA Katia / LE BERRE Maëlle / MORANDO Marine
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1046351 6345226);1956-12-31 00:00:00.000;POIRION Louis
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1007861 6365617);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1007861 6365617);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1008615 6364216);1972-07-01 00:00:00.000;DALMAS Jean-Pierre
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1012719 6356101);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1010269 6349896);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1012531 6354163);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1011675 6356210);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1013311 6356220);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1012531 6354163);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1007302 6353343);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1010346 6358826);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1006675 6359947);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1010795 6354986);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1011690 6356224);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1013200 6358600);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1012719 6356101);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1011681 6352698);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1011270 6355090);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1013316 6356225);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1011905 6355395);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1007306 6353348);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1012536 6354167);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1011680 6356215);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1011681 6352698);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1007764 6365173);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1012427 6366009);1975-12-31 00:00:00.000;LACOSTE Alain
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1046226 6345195);2001-07-22 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1018209 6338664);2003-06-04 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1020038 6337880);2003-06-17 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1021712 6337826);2003-06-18 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1021310 6343517);2003-08-13 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1019819 6336901);2004-06-08 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1017243 6335657);2004-06-10 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1015924 6334834);2004-06-15 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1015766 6334959);2004-06-15 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1004042 6357919);2004-08-07 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1060299 6340936);2005-07-20 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1060109 6340785);2005-07-20 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1060067 6340741);2005-07-20 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1058847 6340887);2005-07-20 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1059085 6340720);2005-07-20 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1060261 6341295);2005-07-20 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1020567 6346588);2006-06-29 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1056973 6328561);2006-09-18 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1057100 6327821);2006-09-18 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1057391 6327244);2006-09-18 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1066348 6331241);2007-05-16 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1066316 6331328);2007-05-16 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1062988 6343207);2007-06-07 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1062311 6344377);2007-06-11 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1064061 6341658);2007-06-13 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1005070 6348024);2007-07-10 00:00:00.000;ARGAGNON Olivier / ANDRIEU Fr�d�ric / DIADEMA Katia
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1006055 6348929);2007-07-10 00:00:00.000;ARGAGNON Olivier / ANDRIEU Fr�d�ric / DIADEMA Katia
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1005736 6348943);2007-07-10 00:00:00.000;ANDRIEU Fr�d�ric / ARGAGNON Olivier
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1006364 6349197);2007-07-10 00:00:00.000;ANDRIEU Fr�d�ric / ARGAGNON Olivier
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1010736 6333461);2007-07-12 00:00:00.000;MICHAUD Henri / NOBLE Virgile / SANT S�bastien / HUYNH-TAN Bernadette
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1000481 6357263);2007-07-13 00:00:00.000;NOBLE Virgile / MICHAUD Henri / POLIDORI Jean-Louis / SANT S�bastien
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1001591 6354667);2007-08-03 00:00:00.000;MICHAUD Henri / NOBLE Virgile
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1066627 6324628);2008-06-04 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1066665 6324388);2008-06-04 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1066899 6325122);2008-06-04 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1066436 6325245);2008-06-04 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1066488 6326928);2008-06-11 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1066771 6327153);2008-06-11 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1067595 6327364);2008-08-01 00:00:00.000;NOBLE Virgile / MICHAUD Henri
SILENE Flore CBNMed;91274;Cirsium acaule;POINT (1000741 6357314);2008-08-13 00:00:00.000;BOSSU Jean / ASSOC. BOT. & MYC. SIAGNE
SILENE Flore CBNMed;91274;Cirsium acaule;POINT (1047940 6331127);2009-07-12 00:00:00.000;THEBAULT Ludovic
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1066532 6325440);2009-07-20 00:00:00.000;NOBLE Virgile / BARET Julien / MICHEL Laurent
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1008778 6344456);2009-08-19 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1065176 6327131);2009-08-27 00:00:00.000;MICHEL Laurent
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1053853 6331698);2009-08-31 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1056221 6330982);2010-06-23 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1056062 6330700);2010-06-23 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1056897 6328379);2010-08-06 00:00:00.000;OFFERHAUS Benoît / FRACHON Corinne
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1009782 6343140);2011-06-15 00:00:00.000;BOREL Nicolas
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1038759 6339729);2012-06-27 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1035008 6342235);2013-07-13 00:00:00.000;ANDRIEU Fr�d�ric / POLIDORI Jean-Louis / GATIGNOL Patrick
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1035629 6340551);2013-07-13 00:00:00.000;ANDRIEU Fr�d�ric / POLIDORI Jean-Louis / GATIGNOL Patrick
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1009493 6334541);2013-09-18 00:00:00.000;NOBLE Virgile / OFFERHAUS Benoît / GIVORD Julien
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1006845 6343583);2013-09-18 00:00:00.000;ANDRIEU Fr�d�ric / ARGAGNON Olivier / DIADEMA Katia
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1011327 6344456);2013-09-18 00:00:00.000;MICHAUD Henri / HUYNH-TAN Bernadette / PIRES Mathias
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1011607 6343016);2013-09-18 00:00:00.000;MICHAUD Henri / HUYNH-TAN Bernadette / PIRES Mathias
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1015738 6335117);2013-09-19 00:00:00.000;ARGAGNON Olivier / ANDRIEU Fr�d�ric
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1022115 6343778);2013-09-19 00:00:00.000;NOBLE Virgile / PIRES Mathias / GIVORD Julien
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1014798 6335013);2013-09-19 00:00:00.000;ARGAGNON Olivier / ANDRIEU Fr�d�ric
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1022123 6338091);2014-07-01 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1022460 6338530);2014-07-01 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1022368 6338086);2014-07-01 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1036978 6338927);2014-07-02 00:00:00.000;OFFERHAUS Benoît
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1035393 6341855);2014-07-02 00:00:00.000;OFFERHAUS Benoît / DIADEMA Katia / PIRES Mathias
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1016667 6340389);2014-07-08 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1016828 6340562);2014-07-08 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1017087 6340567);2014-07-08 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop.;POINT (1017058 6340602);2014-07-08 00:00:00.000;VAN ES J�r�mie
SILENE Flore CBNMed;91274;Cirsium acaule Scop., 1769;POINT (1054088 6331773);2014-07-08 00:00:00.000;FRACHON Corinne
