"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune"
"Peltigera canina (L.) Willd., 1787",56683,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-06-13,2013-06-14,3
"Peltigera collina (Ach.) Schrad., 1801",56656,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-07-25,2013-07-25,1
Peltigera didactyla (With.) J. R. Laundon,659225,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-07-25,2013-07-25,1
Peltigera elisabethae Gyeln.,56665,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-07-25,2013-07-25,1
"Peltigera horizontalis (Huds.) Baumg., 1790",56663,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-06-13,2013-07-25,6
"Peltigera kristinssonii Vitik., 1985",659223,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-07-26,2013-07-26,2
"Peltigera leucophlebia (Nyl.) Gyeln., 1926",56652,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-07-25,2013-07-25,1
"Peltigera membranacea (Ach.) Nyl., 1887",56681,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-06-13,2013-07-25,3
"Peltigera neckeri Hepp ex Müll.Arg., 1862",56669,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-07-25,2013-07-25,2
"Peltigera praetextata (Flörke ex Sommerf.) Zopf, 1909",56674,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-06-13,2013-07-25,4
"Solorina crocea (L.) Ach., 1808",56644,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2018-09-12,2018-09-12,1
"Solorina saccata (L.) Ach., 1808",56646,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Peltigeraceae,2013-06-14,2014-07-02,5
"Koerberia biformis A.Massal., 1854",56446,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Placynthiaceae,2013-06-13,2013-06-13,1
"Placynthium hungaricum Gyeln., 1939",56361,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Placynthiaceae,2013-07-24,2013-07-24,1
"Placynthium nigrum (Huds.) Gray, 1821",56355,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Placynthiaceae,2013-07-24,2013-07-24,1
"Placynthium subradiatum (Nyl.) Arnold, 1884",56363,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Placynthiaceae,2013-07-24,2013-07-24,1
"Placynthium tremniacum (A.Massal.) Jatta, 1900",56343,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Peltigerales,Placynthiaceae,2013-07-24,2013-07-24,1
"Aspicilia cinerea (L.) Körb., 1855",58406,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Megasporaceae,2013-07-26,2013-07-26,2
Aspicilia contorta subsp. contorta (Hoffm.) Kremp.,660638,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Megasporaceae,2013-07-24,2013-07-24,1
Aspicilia coronata (A.Massal.) Anzi,660303,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Megasporaceae,2013-07-24,2013-07-24,1
"Aspicilia polychroma subsp. polychroma Anzi, 1860",607802,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Megasporaceae,2013-07-26,2013-07-26,1
Aspicilia verrucosa subsp. mutabilis (Ach.) Cl.Roux,660608,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Megasporaceae,2013-06-13,2013-06-13,2
"Aspicilia zonata (Ach.) R. Sant., 1984",660288,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Megasporaceae,2013-07-26,2013-07-26,2
"Lobothallia radiosa (Hoffm.) Hafellner, 1991",660515,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Megasporaceae,2013-07-24,2013-07-24,2
"Ochrolechia alboflavescens (Wulfen) Zahlbr., 1927",58347,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Ochrolechiaceae,2013-06-13,2013-06-13,1
"Ochrolechia subviridis (Høeg) Erichsen, 1930",58361,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Ochrolechiaceae,2013-06-13,2013-06-13,1
"Ochrolechia turneri (Sm.) Hasselrot, 1945",58344,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Ochrolechiaceae,2013-06-14,2013-06-14,1
"Pertusaria albescens (Huds.) M. Choisy & Werner, 1932",58316,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Pertusariales,Pertusariaceae,2013-06-13,2013-07-25,6
Leprocaulon microscopicum (Vill.) Gams,57910,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Leprocaulaceae,2013-07-25,2013-07-25,1
"Amandinea punctata (Hoffm.) Coppins & Scheid., 1993",521473,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-13,2013-06-13,1
"Calicium glaucellum Ach., 1803",45941,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-13,2013-06-13,1
"Dimelaena oreina (Ach.) Norman, 1853",59737,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-07-26,2013-07-26,1
Diplotomma hedinii (H. Magn.) P. Clerc & Cl.Roux,659879,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-07-24,2013-07-24,3
"Diplotomma nivale (Bagl. & Carestia) Hafellner, 1995",659876,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-07-26,2013-07-26,1
"Phaeophyscia ciliata (Hoffm.) Moberg, 1977",59922,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-13,2013-07-25,2
"Physcia adscendens (Fr.) H.Olivier, 1882",59911,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-13,2013-07-25,2
"Physcia aipolia (Ehrh. ex Humb.) Fürnr., 1839",659151,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-13,2013-07-25,2
"Physcia tenella (Scop.) DC., 1805",59907,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-14,2013-07-25,2
Physconia distorta var. distorta (With.) J. R. Laundon,660680,VAR,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-13,2013-07-25,3
Physconia distorta var. subvenusta (Cromb.),660775,VAR,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-07-25,2013-07-25,3
"Physconia perisidiosa (Erichsen) Moberg, 1977",59179,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-13,2013-06-13,2
"Rinodina colobina (Ach.) Th. Fr., 1871",59778,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-07-25,2013-07-25,1
Rinodina immersa (Körb.) Zahlbr.,658921,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-07-24,2013-07-24,3
Rinodina mniaraea var. cinnamomea Th. Fr.,660761,VAR,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-07-26,2013-07-26,1
"Rinodina sophodes (Ach.) A.Massal., 1852",59794,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-13,2013-06-13,1
"Tetramelas triphragmioides (Anzi) A. Nordin & Tibell, 2005",658726,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Physciaceae,2013-06-13,2013-06-13,1
"Caloplaca alociza (A.Massal.) Mig., 1925",660152,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,1
Caloplaca chalybaea (Fr.) Müll.Arg.,660138,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,3
Caloplaca erodens Tretiach,660123,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,1
Caloplaca ferruginea (Huds.) Th.Fr.,59433,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-06-13,2013-07-25,2
"Caloplaca flavocitrina (Nyl.) H.Olivier, 1909",660120,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,1
Caloplaca hungarica H.Magn.,59437,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-06-13,2013-07-25,2
"Caloplaca inconnexa (Nyl.) Zahlbr., 1930",59530,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,1
"Caloplaca lactea (A.Massal.) Zahlbr., 1901",59503,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,1
"Caloplaca placidia (A.Massal.) J. Steiner, 1916",660093,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,3
"Caloplaca pusilla (A.Massal.) Zahlbr., 1926",660090,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,1
"Caloplaca schistidii (Anzi) Zahlbr., 1898",660084,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,1
"Caloplaca velana (A.Massal.) Du Rietz, 1925",59369,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,3
"Fulgensia bracteata (Hoffm.) Räsänen, 1931",59315,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-24,2013-07-24,1
"Xanthoria elegans subsp. elegans (Link) Th. Fr., 1860",59560,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-07-26,2013-07-26,1
"Xanthoria parietina subsp. parietina (L.) Th. Fr., 1860",59569,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Teloschistales,Teloschistaceae,2013-06-13,2013-07-25,2
Umbilicaria crustulosa var. crustulosa (Ach.) frey,57927,VAR,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Umbilicariales,Umbilicariaceae,2013-07-26,2013-07-26,1
Umbilicaria cylindrica var. cylindrica (L.) Delise ex Duby,57948,VAR,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Umbilicariales,Umbilicariaceae,2013-07-26,2013-07-26,1
"Umbilicaria cylindrica var. delisei Nyl., 1861",57954,VAR,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Umbilicariales,Umbilicariaceae,2013-07-26,2013-07-26,1
"Umbilicaria cylindrica var. tornata (Ach.) Nyl., 1861",57952,VAR,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Umbilicariales,Umbilicariaceae,2013-07-26,2013-07-26,1
Umbilicaria pallens (Nyl.) Poelt,658650,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Umbilicariales,Umbilicariaceae,2013-07-26,2013-07-26,1
"Umbilicaria polyphylla (L.) baumg., 1790",57957,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Umbilicariales,Umbilicariaceae,2013-07-26,2013-07-26,1
"Umbilicaria subglabra (Nyl.) Harm., 1910",57959,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,Umbilicariales,Umbilicariaceae,2013-07-26,2013-07-26,1
"Orphniospora mosigii (Körb.) Hertel & Rambold, 1988",659253,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Fuscideaceae,2013-07-26,2013-07-26,2
"Hymenelia similis (A.Massal.) M. Choisy, 1949",659755,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Hymeneliaceae,2013-07-24,2013-07-24,1
Ionaspis ceracea (Arnold) Hafellner & Türk,659726,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Hymeneliaceae,2013-07-26,2013-07-26,1
"Tremolecia atrata (Ach.) Hertel, 1977",56732,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Hymeneliaceae,2013-07-26,2013-07-26,2
Bellemerea cinereorufescens (Ach.) Clauzade & Cl.Roux,58467,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-26,2013-07-26,1
Clauzadea chondrodes (A.Massal.) Clauzade & Cl.Roux ex Hafellner & Türk,57229,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-24,2013-07-24,1
"Clauzadea immersa (Hoffm.) Hafellner & Bellem., 1984",653231,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-24,2013-07-24,1
Clauzadea metzleri (Körb.) Clauzade & Cl.Roux ex D.Hawksw.,57231,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-24,2013-07-24,1
Clauzadea monticola (Schaer.) Hafellner & Bellem.,653233,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-24,2013-07-24,1
Lecidea atrobrunnea subsp. atrobrunnea (Ramond ex Lam. & DC.) Schaer.,607983,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-26,2013-07-26,1
"Lecidea confluens (Weber) Ach., 1803",57098,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-26,2013-07-26,3
"Lecidea lapicida var. lapicida (Ach.) Ach., 1803",660688,VAR,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-26,2013-07-26,2
"Lecidea promiscens Nyl., 1872",659561,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-26,2013-07-26,1
"Lecidea promiscua Nyl., 1872",57093,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-26,2013-07-26,2
"Porpidia zeoroides (Anzi) Knoph & Hertel, 1984",659050,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Lecideaceae,2013-07-26,2013-07-26,1
Hypocenomyce scalaris (Ach.) M. Choisy,56948,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Ophioparmaceae,2013-07-25,2013-07-25,1
Rhizocarpon alpicola (Anzi) Rabenh.,57533,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
"Rhizocarpon carpaticum Runemark, 1956",658956,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
"Rhizocarpon effiguratum (Anzi) Th. Fr., 1874",57527,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,2
Rhizocarpon geographicum subsp. diabasicum (Räsänen) Poelt & Vězda,57569,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
"Rhizocarpon geographicum subsp. frigidum (Räsänen) Hertel, 1976",660576,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
"Rhizocarpon geographicum subsp. geographicum (L.) DC., 1805",57571,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
Rhizocarpon geographicum subsp. kittilense (Räsänen) R. Sant. ined.,660577,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
Rhizocarpon geographicum subsp. lindsayanum (Räsänen) R. Sant. ined.,660578,SSES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
Rhizocarpon lavatum (Fr.) Hazsl.,57611,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
"Rhizocarpon macrosporum Räsänen, 1943",57564,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
"Rhizocarpon reductum Th. Fr., 1874",660523,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
Rhizocarpon saanaense Räsänen,658948,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-26,2013-07-26,1
"Rhizocarpon umbilicatum (Ramond) Flagey, 1894",57597,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,Rhizocarpaceae,2013-07-24,2013-07-24,1
"Bilimbia sabuletorum (Schreb.) Arnold, 1869",57336,ES,Fungi,Ascomycètes,Lichens,Lecanoromycetes,,,2013-06-14,2013-06-14,1
Anema nummularium (Dufour ex Durieu & Mont.) Nyl. ex Forssell,660499,ES,Fungi,Ascomycètes,Lichens,Lichinomycetes,Lichinales,Lichinaceae,2013-07-24,2013-07-24,1
"Ephebe lanata (L.) Vain., 1888",56315,ES,Fungi,Ascomycètes,Lichens,Lichinomycetes,Lichinales,Lichinaceae,2014-07-25,2014-07-25,2
Synalissa ramulosa (Hoffm. ex Bernh) Fr.,658746,ES,Fungi,Ascomycètes,Lichens,Lichinomycetes,Lichinales,Lichinaceae,2013-07-24,2013-07-24,1
"Chaenotheca furfuracea (L.) Tibell, 1984",521464,ES,Fungi,Ascomycètes,Lichens,,,Coniocybaceae,2013-07-25,2013-07-25,1
"Chaenotheca xyloxena Nádv., 1934",46140,ES,Fungi,Ascomycètes,Lichens,,,Coniocybaceae,2013-06-13,2013-06-13,1
"Collemopsidium caesium (Nyl.) Coppins & Aptroot, 2008",659944,ES,Fungi,Ascomycètes,Lichens,,,Xanthopyreniaceae,2013-07-24,2013-07-24,1
Didymellopsis pulposi (Zopf.) Grube & Hafellner,658469,ES,Fungi,Ascomycètes,Lichens,,,Xanthopyreniaceae,2013-07-24,2013-07-24,1
Intralichen christiansenii (D.Hawksw.) D.Hawksw. & M. S. Cole,659732,ES,Fungi,Ascomycètes,Lichens,,,,2013-07-24,2013-07-26,3
"Lichenoconium lecanorae (Jaap) D.Hawksw., 1979",659466,ES,Fungi,Ascomycètes,Lichens,,,,2013-07-26,2013-07-26,1
"Agaricus bisporus (J.E. Lange) Imbach, 1946",37939,ES,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Agaricaceae,2018-07-25,2018-07-25,1
Panaeolus semiovatus (Sowerby : Fr.) Lundell & Nannf.,37053,ES,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Bolbitiaceae,2018-07-25,2018-07-25,1
"Panaeolus sphinctrinus (Fr.) Quél., 1872",37057,ES,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Bolbitiaceae,2017-07-12,2018-07-25,2
"Inocybe asterospora Quél., 1880",36241,ES,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Inocybaceae,2018-07-25,2018-07-25,1
Stropharia semiglobata (Batsch : Fr.) Quél.,37215,ES,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Strophariaceae,2018-07-25,2018-07-25,1
"Ampulloclitocybe clavipes (Pers. : Fr.) Redhead, Lutzoni, Moncalvo & Vilgalys",462560,ES,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Tricholomataceae,2014-09-11,2014-09-11,1
Clitocybe gibba (Pers. : Fr.) Kumm.,31758,ES,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Tricholomataceae,2014-09-11,2014-09-11,1
"Clitocybe phaeophthalma (Pers.) Kuyper, 1981",31931,ES,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Tricholomataceae,2018-07-25,2018-07-25,1
"Lepista irina var. montana Bon, 1985",32257,VAR,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Tricholomataceae,2016-10-18,2016-10-18,1
Tricholoma psammopus (Kalchbr.) Quél.,33323,ES,Fungi,Basidiomycètes,Autres,Agaricomycetes,Agaricales,Tricholomataceae,2014-08-27,2014-08-27,1
Boletinus cavipes (Opatowski) Kalchbr.,29343,ES,Fungi,Basidiomycètes,Autres,,Boletales,Boletaceae,2014-09-11,2014-09-11,1
Gomphidius maculatus (Scop. : Fr.) Fr.,29867,ES,Fungi,Basidiomycètes,Autres,,Boletales,Gomphidiaceae,2014-09-11,2014-09-11,1
Suillus grevillei (Klotzsch : Fr.) Singer,29720,ES,Fungi,Basidiomycètes,Autres,,Boletales,Suillaceae,2014-08-27,2018-07-25,3
Suillus placidus (Bonord.) Singer,29739,ES,Fungi,Basidiomycètes,Autres,,Boletales,Suillaceae,2014-08-27,2014-08-27,1
"Suillus viscidus (L.) Roussel, 1796",29759,ES,Fungi,Basidiomycètes,Autres,,Boletales,Suillaceae,2014-09-11,2014-09-11,1
Exobasidium rhododendri (Fuckel) Cramer,42398,ES,Fungi,Basidiomycètes,Autres,,Exobasidiales,Exobasidiaceae,2011-08-13,2011-08-13,1
Laetiporus sulphureus (Bull. : Fr.) Murrill,43216,ES,Fungi,Basidiomycètes,Autres,,Polyporales,Polyporaceae,2017-07-12,2017-07-12,1
Laricifomes officinalis (Villars : Fr.) Kotlaba & Pouzar,43230,ES,Fungi,Basidiomycètes,Autres,,Polyporales,Polyporaceae,2011-11-28,2020-10-21,23
"Lactarius porninsis Rolland, 1889",39397,ES,Fungi,Basidiomycètes,Autres,,Russulales,Russulaceae,2014-08-27,2018-07-25,3
Lactarius salmonicolor Heim & Leclair,39445,ES,Fungi,Basidiomycètes,Autres,,Russulales,Russulaceae,2018-07-25,2018-07-25,1
"Russula vesca Fr., 1836",40110,ES,Fungi,Basidiomycètes,Autres,,Russulales,Russulaceae,2018-07-25,2018-07-25,1
"Cystoderma amianthinum (Scop.) Fayod, 1889",38156,ES,Fungi,Basidiomycètes,Autres,,Tricholomatales,Cystodermataceae,2014-09-11,2014-09-11,1
"Cystoderma carcharias (Pers.) Fayod, 1889",38165,ES,Fungi,Basidiomycètes,Autres,,Tricholomatales,Cystodermataceae,2014-09-11,2014-09-11,1
Cystoderma granulosum (Batsch : Fr.) Fayod,38170,ES,Fungi,Basidiomycètes,Autres,,Tricholomatales,Cystodermataceae,2014-09-11,2014-09-11,1
Hygrocybe conica (Schaeff. : Fr.) Kumm.,30136,ES,Fungi,Basidiomycètes,Autres,,Tricholomatales,Hygrophoraceae,2014-08-27,2018-07-25,2
Hygrocybe spadicea (Scop. : Fr.) P.Karst.,30312,ES,Fungi,Basidiomycètes,Autres,,Tricholomatales,Hygrophoraceae,2018-07-25,2018-07-25,1
Hygrophorus lucorum Kalchbr.,30432,ES,Fungi,Basidiomycètes,Autres,,Tricholomatales,Hygrophoraceae,2014-09-11,2014-09-11,1
"Tetraedron minimum (A.Braun) Hansg., 1888",75046,ES,Plantae,Algues,Algues vertes,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,2013-09-05,2013-09-05,1
"Coelastrum microporum Nageli, 1849",73745,ES,Plantae,Algues,Algues vertes,Chlorophyceae,Sphaeropleales,Scenedesmaceae,2012-07-16,2012-07-19,3
"Willea rectangularis (A.Braun) D.M.John, M.J.Wynne & P.M.Tsarenko, 2014",812079,ES,Plantae,Algues,Algues vertes,Chlorophyceae,Sphaeropleales,Scenedesmaceae,2012-07-16,2012-07-19,3
"Chlorella vulgaris Beyerinck [Beijerinck], 1890",73636,ES,Plantae,Algues,Algues vertes,Trebouxiophyceae,Chlorellales,Chlorellaceae,2012-07-16,2012-07-19,3
"Ulothrix zonata (F.Weber & D.Mohr) Kütz., 1833",75134,ES,Plantae,Algues,Algues vertes,Ulvophyceae,Ulotrichales,Ulotrichaceae,2012-07-16,2012-07-19,1
Closterium cynthia De not.,73061,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Closteriaceae,2012-07-16,2012-07-19,1
"Closterium parvulum var. maius (Schmidle) Willi Krieg., 1935",648811,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Closteriaceae,2012-07-16,2012-07-19,1
Closterium pygmaeum Gutn.,73718,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Closteriaceae,2012-07-16,2012-07-19,1
Closterium rostratum Ehrenberg,73721,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Closteriaceae,2012-07-16,2012-07-19,1
"Closterium rostratum var. brevirostratum West, 1889",648816,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Closteriaceae,2012-07-16,2012-07-19,1
Closterium striolatum Ehrb.,73726,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Closteriaceae,2012-07-16,2012-07-19,4
"Closterium venus Kütz. ex Ralfs, 1848",73733,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Closteriaceae,2012-07-16,2012-07-19,1
"Actinotaenium cucurbita (Bréb. ex Ralfs) Teiling, 1954",627011,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,2
"Actinotaenium rufescens (Cleve) Teiling, 1954",652727,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Cosmarium amoenum Bréb. ex Ralfs, 1848",73768,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
Cosmarium angulosum Brebisson,73770,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Cosmarium botrytis var. gemmiferum (Bréb.) Nordst., 1888",648879,VAR,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,2
"Cosmarium caelatum Ralfs, 1848",73795,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,5
"Cosmarium furcatospermum West & G.S.West, 1894",627058,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,4
"Cosmarium inconspicuum West & G.S.West, 1896",648977,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,1
"Cosmarium margaritatum (P.Lundell) J.Roy & Bisset, 1886",625807,ES,Plantae,Autres,Algues vertes,Conjugatophyceae,Desmidiales,Desmidiaceae,2012-07-16,2012-07-19,3
