"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune"
"Linaria alpina subsp. alpina (L.) Mill., 1768",137320,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1914-07-21,2017-09-11,8
"Linaria angustissima (Loisel.) Borbás, 1900",106148,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2017-06-20,2018-10-09,10
"Linaria repens (L.) Mill., 1768",106213,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1956-07-01,2019-06-16,10
"Linaria supina (L.) Chaz., 1790",106226,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2008-07-07,2013-07-13,6
"Plantago maritima L., 1753",113905,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2010-07-06,2010-07-27,14
"Plantago media L., 1753",113906,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2001-07-21,2019-06-06,22
"Plantago sempervirens Crantz, 1766",113957,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2001-07-21,2019-06-16,3
"Veronica aphylla L., 1753",128797,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1910-07-29,1910-07-29,1
"Veronica arvensis L., 1753",128801,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2001-07-21,2019-06-06,9
"Veronica austriaca L., 1759",128803,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2010-08-03,2010-08-03,1
"Veronica chamaedrys L., 1753",128832,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1865-07-19,2019-06-03,15
"Veronica hederifolia L., 1753",128880,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2019-06-06,2019-06-06,1
"Veronica officinalis L., 1753",128938,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1975-12-31,2020-09-02,28
"Veronica orsiniana Ten., 1830",128942,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,2010-08-03,2010-08-03,1
"Veronica serpyllifolia L., 1753",129003,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1865-07-04,2010-07-20,9
"Veronica spicata L., 1753",129007,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1960-07-24,1960-07-24,1
"Veronica urticifolia Jacq., 1773",129033,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Plantaginaceae,1975-12-31,2019-09-04,18
"Scrophularia auriculata L., 1753",121999,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Scrophulariaceae,1960-07-24,1961-09-03,2
"Scrophularia nodosa L., 1753",122028,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Scrophulariaceae,1500-12-31,1500-12-31,1
"Scrophularia provincialis Rouy, 1909",122036,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Scrophulariaceae,2014-07-02,2014-07-02,2
"Scrophularia vernalis L., 1753",122060,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Scrophulariaceae,1910-07-29,2008-07-11,5
"Verbascum chaixii Vill., 1779",128555,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Scrophulariaceae,1865-07-19,1865-07-19,1
"Verbascum lychnitis L., 1753",128602,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Lamiales,Scrophulariaceae,1500-12-31,2014-07-02,5
"Colchicum alpinum DC., 1805",92124,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Colchicaceae,1885-08-16,2018-08-12,5
"Colchicum autumnale L., 1753",92127,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Colchicaceae,1865-07-19,2020-09-18,11
"Colchicum longifolium Castagne, 1845",92146,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Colchicaceae,2018-10-09,2019-06-03,3
"Streptopus amplexifolius (L.) DC., 1805",125226,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Colchicaceae,1988-12-31,1988-12-31,1
"Erythronium dens-canis L., 1753",97325,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Liliaceae,1955-05-19,2021-04-16,4
"Fritillaria involucrata All., 1789",98972,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Liliaceae,2004-05-26,2020-04-27,3
"Gagea fragifera (Vill.) E.Bayer & G.López, 1989",99180,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Liliaceae,1914-07-22,2019-06-06,7
"Gagea serotina (L.) Ker Gawl., 1816",99202,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Liliaceae,1914-07-20,2013-07-13,11
"Lilium bulbiferum var. croceum (Chaix) Pers., 1805",148200,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Liliaceae,2002-08-13,2021-06-21,17
"Lilium martagon L., 1753",105989,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Liliaceae,1865-07-04,2020-09-18,63
"Tulipa sylvestris subsp. australis (Link) Pamp., 1914",142001,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Liliaceae,1884-06-30,2018-08-28,28
"Paris quadrifolia L., 1753",112421,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Liliales,Melanthiaceae,2009-07-08,2019-06-03,6
"Euphorbia cyparissias L., 1753",97490,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Euphorbiaceae,2011-05-25,2011-05-25,1
"Euphorbia dulcis subsp. incompta (Ces.) Nyman, 1890",134362,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Euphorbiaceae,1865-07-19,2019-06-16,26
"Euphorbia falcata L., 1753",97513,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Euphorbiaceae,1914-07-22,1914-07-22,1
"Euphorbia variabilis Ces., 1838",97696,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Euphorbiaceae,1975-08-01,2001-07-21,2
"Hypericum perforatum var. perforatum L., 1753",613134,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Hypericaceae,2019-06-05,2019-06-05,1
"Hypericum richeri subsp. richeri Vill., 1779",136772,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Hypericaceae,2008-07-08,2014-07-02,18
"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978",137383,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Linaceae,1967-12-31,2020-07-08,25
"Linum tenuifolium L., 1753",106346,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Linaceae,2016-07-16,2016-07-16,3
"Populus tremula L., 1753",115156,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,2001-07-21,2019-06-05,9
"Salix alba L., 1753",119915,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,1986-12-31,1986-12-31,1
"Salix appendiculata Vill., 1789",119933,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,2010-07-08,2010-07-08,2
"Salix caprea L., 1753",119977,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,2007-06-06,2019-06-05,22
"Salix eleagnos Scop., 1772",120029,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,2001-07-21,2001-07-21,2
"Salix eleagnos subsp. eleagnos Scop., 1772",140449,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,2007-06-06,2007-06-06,1
"Salix hastata L., 1753",120052,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,1986-12-31,2010-08-10,3
"Salix purpurea L., 1753",120189,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,2010-08-10,2010-08-10,2
"Salix reticulata L., 1753",120193,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,1914-07-21,1914-07-21,1
"Salix retusa L., 1759",120195,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Salicaceae,1914-07-21,1914-07-21,1
"Viola arvensis Murray, 1770",129506,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,2019-09-20,2020-07-08,4
"Viola canina subsp. ruppii (All.) Schübl. & G.Martens, 1834",142317,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,1500-12-31,2019-06-05,3
"Viola cenisia L., 1763",129534,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,2019-06-06,2019-06-06,3
"Viola kitaibeliana Schult., 1819",129600,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,2019-06-16,2019-06-16,1
"Viola laricicola Marcussen, 2003",611325,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,2009-07-13,2009-07-13,2
"Viola palustris L., 1753",129639,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,1980-07-07,2020-07-29,19
"Viola reichenbachiana Jord. ex Boreau, 1857",129666,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,1975-12-31,2009-06-18,10
"Viola riviniana Rchb., 1823",129669,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,2010-07-08,2019-06-04,6
"Viola rupestris F.W.Schmidt, 1791",129674,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,1500-12-31,2014-06-22,6
"Viola thomasiana Songeon & Perrier, 1860",129719,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malpighiales,Violaceae,1890-07-07,2010-07-08,9
"Cistus salviifolius L., 1753",91715,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Cistaceae,2019-06-05,2020-07-08,4
"Fumana ericifolia Wallr., 1840",99015,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Cistaceae,1967-12-31,2019-06-05,3
"Fumana procumbens (Dunal) Gren. & Godr., 1847",99028,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Cistaceae,2001-07-21,2001-07-21,2
"Malva sylvestris L., 1753",107318,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Malvaceae,2016-07-14,2016-07-14,1
"Tilia cordata Mill., 1768",126628,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Malvaceae,2008-10-01,2008-10-01,1
"Tilia platyphyllos subsp. platyphyllos Scop., 1771",141768,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Malvaceae,2014-08-22,2014-08-22,1
"Daphne mezereum L., 1753",94435,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Thymelaeaceae,1980-07-07,2019-06-06,13
"Thymelaea passerina (L.) Coss. & Germ., 1861",126474,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Thymelaeaceae,2012-06-25,2012-06-25,1
"Thymelaea passerina subsp. passerina (L.) Coss. & Germ., 1861",160395,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Thymelaeaceae,2012-06-25,2012-06-25,1
"Thymelaea sanamunda All., 1785",126478,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Malvales,Thymelaeaceae,2014-06-22,2014-06-22,2
"Epilobium angustifolium subsp. angustifolium L., 1753",134108,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Myrtales,Onagraceae,2008-09-16,2015-08-06,3
"Epilobium dodonaei subsp. dodonaei Vill., 1779",134113,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Myrtales,Onagraceae,2001-07-21,2008-07-07,6
"Epilobium dodonaei subsp. fleischeri (Hochst.) Schinz & Thell., 1923",134114,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Myrtales,Onagraceae,1500-12-31,1500-12-31,1
"Epilobium montanum L., 1753",96208,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Myrtales,Onagraceae,1500-12-31,2010-08-03,10
"Epilobium tetragonum L., 1753",96271,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Myrtales,Onagraceae,2020-07-08,2020-07-08,1
"Oxalis acetosella L., 1753",111859,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Oxalidales,Oxalidaceae,1500-12-31,2020-09-18,49
"Aristolochia pistolochia L., 1763",83791,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Piperales,Aristolochiaceae,1967-12-31,1967-12-31,1
"Blysmus compressus (L.) Panz. ex Link, 1827",86124,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2010-07-08,2010-07-27,4
"Carex atrata var. atrata L., 1753",613141,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2008-07-08,2010-07-29,6
"Carex canescens L., 1753",88407,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2002-08-24,2018-08-08,52
"Carex capillaris L., 1753",88412,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1908-07-30,2022-06-29,4
"Carex curvula All., 1785",88453,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1980-07-07,1980-07-07,1
"Carex demissa Vahl ex Hartm., 1808",88463,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2014-08-14,2014-08-14,10
"Carex digitata L., 1753",88470,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2019-06-04,2019-06-04,2
"Carex divulsa Stokes, 1787",88483,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2019-06-03,2019-06-03,1
"Carex firma Mygind ex Host, 1797",88509,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1989-06-11,1989-06-11,1
"Carex flacca Schreb., 1771",88510,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1980-07-07,2014-07-02,7
"Carex flava L., 1753",88511,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2010-07-08,2010-07-08,4
"Carex halleriana Asso, 1779",88560,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2003-07-04,2019-06-05,7
"Carex halleriana subsp. halleriana Asso, 1779",132735,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1914-07-21,2019-06-05,8
"Carex hostiana DC., 1813",88578,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2010-07-08,2010-07-08,4
"Carex humilis Leyss., 1758",88582,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2001-07-21,2014-07-02,17
"Carex lachenalii Schkuhr, 1801",88606,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2014-08-14,2014-08-14,1
"Carex ornithopoda subsp. ornithopoda Willd., 1805",132775,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1500-12-31,2016-07-16,7
"Carex pairae F.W.Schultz, 1868",88745,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1865-07-04,1865-07-04,1
"Carex paniculata L., 1755",88753,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2010-07-08,2014-08-14,2
"Carex paniculata subsp. paniculata L., 1755",132786,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2010-07-08,2014-08-14,2
"Carex rostrata Stokes, 1787",88840,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2014-08-14,2018-08-07,6
"Carex sempervirens subsp. sempervirens Vill., 1787",132810,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1865-07-04,2020-07-29,87
"Carex sylvatica Huds., 1762",88905,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1991-07-01,1991-07-01,1
"Eleocharis quinqueflora (Hartmann) O.Schwarz, 1949",95927,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2008-07-08,2008-07-08,2
"Eriophorum latifolium Hoppe, 1800",96852,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2010-07-08,2019-06-16,5
"Eriophorum scheuchzeri Hoppe, 1800",96859,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,1500-12-31,2018-08-08,6
"Trichophorum alpinum (L.) Pers., 1805",127191,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2015-08-06,2015-08-06,1
"Trichophorum cespitosum subsp. cespitosum (L.) Hartm., 1849",141824,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Cyperaceae,2008-07-08,2020-07-29,36
"Juncus alpinoarticulatus Chaix, 1785",104111,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2014-08-14,2022-06-29,2
"Juncus alpinoarticulatus subsp. alpinoarticulatus Chaix, 1785",136899,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2010-07-08,2020-07-29,16
"Juncus bufonius L., 1753",104144,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2010-08-03,2010-08-03,2
"Juncus conglomeratus L., 1753",104160,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2010-07-08,2018-08-07,6
"Juncus effusus L., 1753",104173,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2018-08-04,2018-08-04,2
"Juncus filiformis L., 1753",104183,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2010-07-20,2017-08-18,12
"Luzula campestris (L.) DC., 1805",106818,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,1865-07-04,1865-07-04,1
"Luzula forsteri (Sm.) DC., 1806",106828,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2016-09-15,2019-06-04,3
"Luzula multiflora subsp. multiflora (Ehrh.) Lej., 1811",137507,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2010-07-08,2020-07-29,15
"Luzula pedemontana Boiss. & Reut., 1852",106852,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,1908-12-31,2019-06-05,9
"Luzula pediformis (Chaix) DC., 1805",106853,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2010-07-08,2010-07-08,2
"Luzula spicata subsp. spicata (L.) DC., 1805",137520,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Juncaceae,2008-07-08,2019-06-06,9
"Agrostis alpina Scop., 1771",80564,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1865-07-04,2017-08-18,29
"Agrostis canina L., 1753",80590,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1875-07-13,1875-07-13,1
"Agrostis capillaris L., 1753",80591,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1885-08-16,2010-08-03,7
"Agrostis capillaris var. capillaris L., 1753",130953,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2010-07-08,2010-07-08,6
"Agrostis rupestris var. rupestris All., 1785",613160,VAR,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1865-07-04,2020-07-29,82
"Agrostis schraderiana Bech., 1938",80741,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1875-07-13,2010-07-27,3
"Anisantha tectorum (L.) Nevski, 1934",82758,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2019-06-06,2019-06-06,1
"Anthoxanthum odoratum L., 1753",82922,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1874-07-30,2020-07-29,34
"Arrhenatherum elatius subsp. elatius (L.) P.Beauv. ex J.Presl & C.Presl, 1819",131693,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2001-07-21,2019-06-06,13
"Avena fatua L., 1753",85250,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1879-12-31,1879-12-31,1
"Avenella flexuosa subsp. flexuosa (L.) Drejer, 1838",718314,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2005-10-27,2015-08-06,5
"Avenula pubescens (Huds.) Dumort., 1868",85439,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1500-12-31,2014-07-02,12
"Bellardiochloa variegata (Lam.) Kerguélen, 1983",85705,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1875-07-13,2014-07-02,7
"Brachypodium pinnatum (L.) P.Beauv., 1812",86289,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2008-09-16,2014-08-22,5
"Brachypodium sylvaticum (Huds.) P.Beauv., 1812",86305,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2019-06-04,2019-06-04,2
"Bromopsis erecta (Huds.) Fourr., 1869",86512,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2001-07-21,2019-06-05,31
"Bromopsis inermis (Leyss.) Holub, 1973",86513,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2014-07-02,2014-07-02,2
"Bromus commutatus Schrad., 1806",86571,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1875-07-04,2010-07-08,2
"Bromus commutatus subsp. commutatus Schrad., 1806",132243,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2010-07-08,2010-07-08,1
"Bromus squarrosus L., 1753",86761,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1500-12-31,1875-07-04,2
"Calamagrostis villosa (Chaix) J.F.Gmel., 1791",87299,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1986-12-31,2010-08-10,11
"Dactylis glomerata subsp. glomerata L., 1753",133652,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2001-07-21,2019-06-05,37
"Danthonia decumbens (L.) DC., 1805",94402,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2014-08-22,2014-08-22,1
"Deschampsia cespitosa (L.) P.Beauv., 1812",94626,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1980-07-07,2022-06-29,17
"Deschampsia cespitosa subsp. cespitosa (L.) P.Beauv., 1812",133787,SSES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,2008-07-08,2020-07-29,25
"Elymus caninus (L.) L., 1755",95992,ES,Plantae,Plantes vasculaires,Angiospermes,Equisetopsida,Poales,Poaceae,1886-08-16,2001-07-21,3
