"nom_complet","cd_ref","id_rang","regne","group1_inpn","group2_inpn","classe","ordre","famille","premiere_obs_commune","derniere_obs_commune","nbre_observations_commune","premiere_obs_pnm","derniere_obs_pnm","nbre_observations_pnm"
"Danacea pallipes (Panzer, 1793)",223266,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dasytidae,,,,1994-08-11,2021-07-03,52
"Dasytes aeneiventris Küster, 1850",223227,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dasytidae,,,,2010-05-22,2018-05-12,4
"Dasytes gonocerus Mulsant & Rey, 1868",223233,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dasytidae,,,,2002-07-01,2020-07-08,12
"Dasytes provincialis Abeille de Perrin, 1907",223243,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dasytidae,,,,,,
"Dasytes subaeneus Schönherr, 1817",11839,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dasytidae,,,,2003-07-05,2021-07-03,43
"Dasytes subalpinus Baudi di Selve, 1874",223245,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dasytidae,,,,2008-07-11,2016-07-17,10
"Divales quadrimaculatus (Olivier, 1790)",223250,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dasytidae,,,,2019-07-05,2019-07-07,4
"Enicopus ater ater (Fabricius, 1787)",699015,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dasytidae,,,,2013-07-10,2019-07-07,12
"Enicopus ater (Fabricius, 1787)",698792,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dasytidae,,,,2010-07-09,2019-07-07,4
"Anthrenus fuscus Olivier, 1790",223329,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dermestidae,,,,,,
"Anthrenus pimpinellae (Fabricius, 1775)",223326,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dermestidae,,,,2019-07-05,2019-07-05,1
"Laricobius erichsoni Rosenhauer, 1846",244579,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Derodontidae,,,,1996-10-29,1996-10-29,1
"Agabus biguttatus (Olivier, 1795)",223466,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,1940-03-29,2017-07-17,6
"Agabus bipustulatus (Linnaeus, 1767)",9524,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,1967-08-21,2019-08-20,42
"Agabus guttatus (Paykull, 1798)",223470,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,2010-06-27,2012-08-11,4,1940-03-10,2021-07-04,46
"Agabus lapponicus (C.G. Thomson, 1867)",223461,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,2012-08-11,2012-08-11,1,1991-07-15,2017-06-30,29
"Boreonectes ibericus (Dutton & Angus, 2007)",794217,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,1991-07-19,2019-08-20,18
"Deronectes aubei aubei (Mulsant, 1843)",795290,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,,,
"Deronectes aubei (Mulsant, 1843)",223405,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,1998-06-25,2019-08-23,3
"Hydroporus foveolatus Heer, 1839",223377,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,1991-07-17,2021-07-02,16
"Hydroporus longulus Mulsant & Rey, 1861",223383,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,2008-08-03,2013-08-01,3
"Hydroporus memnonius Nicolai, 1822",9493,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,2012-08-11,2012-08-11,1,1878-01-01,2017-06-30,28
"Hydroporus palustris (Linnaeus, 1760)",9499,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,2012-08-11,2012-08-11,1,1947-04-11,2019-08-20,29
"Hydroporus sabaudus Fauvel, 1865",716446,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,2012-08-11,2012-08-11,2,1967-08-21,2013-07-28,32
"Oreodytes sanmarkii (C.R. Sahlberg, 1826)",223361,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,1998-06-25,2019-08-23,21
"Oreodytes septentrionalis (Gyllenhal, 1826)",223362,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,1998-06-25,1998-06-25,1
"Rhithrodytes crux (Fabricius, 1792)",223356,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Dytiscidae,,,,1998-06-24,2019-08-23,12
"Agrypnus murinus (Linnaeus, 1758)",240343,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,1956-07-07,2021-07-02,29
"Ampedus balteatus (Linnaeus, 1758)",240344,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,2005-07-01,2013-07-08,6
"Ampedus scrofa Germar, 1844",240361,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,2003-06-04,2015-06-21,10,1994-07-18,2015-06-21,42
"Athous emaciatus Candèze, 1860",240379,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,2003-06-16,2004-07-27,7,1850-01-01,2021-07-03,92
"Athous frigidus Mulsant & Guillebeau, 1855",240373,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,1937-07-25,2021-07-03,56
"Athous haemorrhoidalis (Fabricius, 1801)",11468,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,2003-07-05,2019-07-06,18
"Athous melanoderes Mulsant & Guillebeau, 1855",240384,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,1969-07-08,2019-07-05,23
"Ctenicera cuprea (Fabricius, 1775)",11416,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,1960-07-18,1965-07-09,2,1850-01-01,2021-07-03,34
"Danosoma fasciata (Linnaeus, 1758)",240431,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,1850-01-01,2014-07-02,10
"Lacon punctatus (Herbst, 1779)",11411,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,1963-05-01,2017-06-12,2
"Limonius minutus (Linnaeus, 1758)",240454,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,2012-07-10,2012-07-10,1,1939-08-12,2021-07-04,66
"Megathous nigerrimus (Desbrochers des Loges, 1869)",240458,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,1949-07-22,2014-08-07,6
"Paraphotistus impressus (Fabricius, 1792)",240475,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,1947-06-20,2017-05-25,14
"Prosternon tessellatum (Linnaeus, 1758)",240486,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,1975-07-15,2021-07-03,41
"Selatosomus aeneus (Linnaeus, 1758)",240492,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,1960-07-18,1964-08-27,2,1960-07-11,2021-07-03,53
"Selatosomus amplicollis (Germar, 1843)",240493,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elateridae,,,,1951-07-14,2017-07-17,13
"Elmis aenea (P.W.J. Müller, 1806)",240534,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elmidae,2002-07-10,2002-07-10,2,2002-07-10,2019-08-24,48
"Elmis maugetii Latreille, 1802",240536,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elmidae,,,,1998-06-23,2018-05-12,12
"Limnius perrisi (Dufour, 1843)",11250,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Elmidae,2012-08-11,2012-08-11,1,2003-06-16,2019-07-07,18
"Anoplotrupes stercorosus (Scriba, 1791)",10539,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Geotrupidae,,,,1900-01-01,2022-06-16,92
"Geotrupes stercorarius (Linnaeus, 1758)",10548,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Geotrupidae,1981-08-15,1981-08-15,2,1908-01-01,2021-07-03,57
"Sericotrupes niger (Marsham, 1802)",10554,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Geotrupidae,,,,1908-01-01,2020-08-23,13
"Trypocopris alpinus marianii Löbl, 2006",795530,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Geotrupidae,,,,1985-07-30,2014-08-01,7
"Trypocopris alpinus (Sturm & Hagenbach, 1825)",10567,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Geotrupidae,2010-06-27,2010-06-27,3,1920-01-01,2018-06-09,58
"Trypocopris vernalis fauveli Bedel, 1911",10572,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Geotrupidae,,,,1916-01-01,2019-07-06,19
"Trypocopris vernalis (Linnaeus, 1758)",10569,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Geotrupidae,2021-07-25,2021-07-25,1,1900-01-01,2022-06-16,85
"Helophorus discrepans Rey, 1885",234978,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Helophoridae,,,,2010-06-21,2019-08-23,9
"Helophorus flavipes Fabricius, 1792",234979,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Helophoridae,2012-08-11,2012-08-11,1,2009-07-15,2013-07-28,4
"Helophorus glacialis A. Villa & G.B. Villa, 1883",234981,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Helophoridae,2012-08-11,2012-08-11,1,1878-01-01,2021-07-03,75
"Paromalus parallelepipedus (Herbst, 1791)",223592,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Histeridae,,,,2005-05-20,2019-07-06,18
"Platysoma elongatum (Thunberg, 1787)",795224,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Histeridae,2012-07-10,2012-07-10,1,1999-07-05,2019-07-06,8
"Enicocerus granulatus (Mulsant, 1844)",794365,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Hydraenidae,,,,2009-07-13,2019-08-23,13
"Hydraena lapidicola Kiesenwetter, 1849",240606,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Hydraenidae,,,,2009-07-13,2021-07-03,52
"Limnebius truncatellus (Thunberg, 1794)",240639,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Hydraenidae,2012-08-11,2012-08-11,2,1991-07-15,2021-07-04,38
"Anacaena globulus (Paykull, 1798)",234910,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Hydrophilidae,,,,1998-06-24,2021-07-04,20
"Anacaena lutescens (Stephens, 1829)",8952,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Hydrophilidae,2012-08-11,2012-08-11,1,1998-06-26,2017-07-01,13
"Laccobius neapolitanus Rottenberg, 1874",234897,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Hydrophilidae,,,,1998-06-23,2021-07-04,14
"Lampyris raymondi Mulsant & Rey, 1859",223675,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Lampyridae,,,,1993-06-12,2021-07-04,12
"Luciola lusitanica (Charpentier, 1825)",11552,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Lampyridae,,,,1974-07-24,2019-07-05,16
"Cartodere nodifer (Westwood, 1839)",235062,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Latridiidae,,,,1959-07-01,2014-08-03,17
"Agathidium badium Erichson, 1845",10400,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Leiodidae,,,,,,
"Agathidium nigripenne (Fabricius, 1792)",223752,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Leiodidae,,,,1878-01-01,2014-08-25,40
"Agathidium rotundatum (Gyllenhal, 1827)",10403,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Leiodidae,,,,2013-07-08,2014-08-01,13
"Anisotoma glabra (Fabricius, 1787)",10398,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Leiodidae,,,,2012-06-13,2012-06-20,2
"Lucanus cervus (Linnaeus, 1758)",10502,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Lucanidae,1950-04-27,1950-04-27,1,1913-07-02,2022-06-15,103
"Lygistopterus sanguineus (Linnaeus, 1758)",11542,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Lycidae,,,,1972-07-22,2021-07-03,33
"Attalus amictus (Erichson, 1840)",235151,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Malachiidae,,,,2002-06-22,2017-06-13,12
"Attalus analis (Panzer, 1798)",11719,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Malachiidae,,,,2002-07-16,2021-07-02,19
"Charopus docilis Kiesenwetter, 1852",11709,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Malachiidae,,,,,,
"Clanoptilus arnaizi (Pardo Alcaide, 1966)",235127,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Malachiidae,,,,2002-07-08,2021-07-03,25
"Clanoptilus emarginatus (Krauss, 1902)",235129,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Malachiidae,,,,,,
"Micrinus inornatus (Küster, 1846)",235124,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Malachiidae,,,,2002-07-11,2021-07-03,14
"Sphinginus lobatus (Olivier, 1790)",235165,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Malachiidae,,,,2014-06-14,2018-05-13,7
"Rushia parreyssii (Mulsant, 1856)",223982,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Melandryidae,,,,2009-07-28,2021-07-04,4
"Wanachia triguttata (Gyllenhal, 1810)",223974,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Melandryidae,,,,2014-05-26,2015-07-25,13
"Aplocnemus virens (Suffrian, 1843)",223283,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Melyridae,,,,2001-07-08,2021-07-03,22
"Trichoceble memnonia (Kiesenwetter, 1861)",223269,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Melyridae,2012-07-10,2012-07-10,2,2004-07-06,2014-08-22,20
"Esarcus abeillei (Ancey, 1870)",11675,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Mycetophagidae,,,,2006-09-23,2014-08-22,14
"Litargus connexus (Geoffroy, 1785)",11663,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Mycetophagidae,,,,2003-06-16,2019-07-05,35
"Anogcodes fulvicollis (Scopoli, 1763)",224070,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Oedemeridae,,,,,,
"Chrysanthia viridissima (Linnaeus, 1758)",12157,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Oedemeridae,,,,1972-06-30,2021-07-04,146
"Nacerdes carniolica carniolica (Gistel, 1834)",251711,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Oedemeridae,,,,2003-07-05,2019-07-06,4
"Nacerdes carniolica (Gistel, 1834)",224075,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Oedemeridae,,,,1990-07-15,2019-07-06,8
"Nacerdes gracilis gracilis (W.L.E. Schmidt, 1846)",251713,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Oedemeridae,,,,,,
"Oedemera femoralis Olivier, 1803",224054,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Oedemeridae,,,,2004-07-20,2004-07-20,1
"Oedemera flavipes (Fabricius, 1792)",12172,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Oedemeridae,,,,2004-06-14,2021-07-04,68
"Oedemera lurida (Marsham, 1802)",12174,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Oedemeridae,,,,2002-06-13,2021-07-03,14
"Oedemera podagrariae (Linnaeus, 1767)",12178,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Oedemeridae,,,,1979-07-21,2021-07-03,82
"Ernobius mollis (Linnaeus, 1758)",11909,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Ptinidae,2004-07-01,2004-08-23,4,2002-07-11,2017-07-01,28
"Hemicoelus fulvicornis (Sturm, 1837)",222024,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Ptinidae,,,,2004-07-01,2014-08-22,9
"Homophthalmus rugicollis (Mulsant & Rey, 1853)",222041,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Ptinidae,,,,2002-06-20,2003-07-18,2
"Ptinus dubius Sturm, 1837",221948,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Ptinidae,,,,2009-06-08,2018-05-13,10
"Xyletinus ater (Creutzer in Panzer, 1796)",11924,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Ptinidae,,,,2018-05-11,2021-07-03,3
"Lissodema denticolle (Gyllenhal, 1813)",224118,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Salpingidae,,,,2019-07-06,2019-07-06,1
"Salpingus planirostris (Fabricius, 1787)",224102,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Salpingidae,,,,2003-06-16,2014-08-04,146
"Salpingus ruficollis (Linnaeus, 1760)",224104,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Salpingidae,,,,2003-06-16,2014-08-22,50
"Sphaeriestes castaneus (Panzer, 1796)",224112,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Salpingidae,,,,2006-10-17,2019-07-05,22
"Acrossus depressus (Kugelann, 1792)",200331,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,1935-06-01,1935-06-01,1,1900-01-01,2022-06-17,80
"Acrossus luridus (Fabricius, 1775)",200333,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1920-01-01,2018-05-12,15
"Acrossus rufipes (Linnaeus, 1758)",200334,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,1981-08-15,2015-07-11,4,1900-01-01,2021-07-04,87
"Agoliinus satyrus (Reitter, 1892)",200338,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,1969-01-01,1969-01-01,2,1902-06-01,2019-07-22,116
"Amidorus obscurus (Fabricius, 1792)",200354,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,2015-07-11,2015-07-11,2,1880-01-01,2022-06-17,188
"Amidorus obscurus obscurus (Fabricius, 1792)",200356,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,2007-08-14,2010-07-08,2
"Amphimallon assimile (Herbst, 1790)",10892,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1878-01-01,2008-07-13,15
"Amphimallon atrum (Herbst, 1790)",10898,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1878-01-01,2021-07-02,30
"Amphimallon majale (Razoumowsky, 1789)",10889,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1995-07-18,2019-07-06,13
"Amphimallon solstitiale (Linnaeus, 1758)",10887,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1994-07-28,2020-06-26,28
"Aphodius fimetarius (Linnaeus, 1758)",10668,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,1967-09-10,2015-07-11,3,1908-01-01,2022-06-17,74
"Bodilopsis rufa (Moll, 1782)",521485,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,1981-08-15,1985-08-11,4,1900-01-01,2020-07-19,49
"Cetonia aurata aurata (Linnaeus, 1758)",200410,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,2019-07-05,2019-07-05,2
"Cetonia aurata (Linnaeus, 1758)",10992,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1936-07-02,2021-07-02,77
"Cetonia aurata pisana Heer, 1841",200409,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1970-05-20,2021-07-17,17
"Coprimorphus scrutator (Herbst, 1789)",200427,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,1913-07-01,1913-07-01,1,1878-01-01,2021-07-02,30
"Euheptaulacus carinatus carinatus (Germar, 1824)",200438,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1985-07-01,1985-07-01,2
"Euheptaulacus carinatus (Germar, 1824)",200440,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,1913-07-01,1913-07-01,1,1878-01-01,2022-06-17,60
"Gnorimus variabilis (Linnaeus, 1758)",10983,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1878-01-01,2019-07-04,6
"Hoplia argentea (Poda, 1761)",10936,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1943-06-16,2021-07-17,34
"Netocia morio (Fabricius, 1781)",11008,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,2007-06-22,2007-06-22,1,1952-06-01,2021-08-16,62
"Omaloplia hericia (Chobaut, 1907)",200510,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,2004-05-30,2004-05-30,1,1982-07-15,2019-07-06,9
"Onthophagus baraudi Nicolas, 1964",10855,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1958-07-20,2022-06-16,55
"Onthophagus fracticornis (Preyssler, 1790)",10861,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1899-08-14,2022-06-16,126
"Onthophagus grossepunctatus Reitter, 1905",10851,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1963-08-08,2019-07-07,8
"Onthophagus joannae Goljan, 1953",10854,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1908-01-01,2019-07-07,25
"Onthophagus similis (Scriba, 1790)",10860,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,2015-07-11,2015-07-11,2,1985-07-01,2021-07-02,8
"Otophorus haemorrhoidalis (Linnaeus, 1758)",200521,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1908-01-01,2019-07-06,40
"Oxythyrea funesta (Poda, 1761)",11030,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,2004-05-30,2004-05-30,1,1995-07-18,2021-07-04,57
"Phyllopertha horticola (Linnaeus, 1758)",10958,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,2004-05-30,2004-05-30,1,1975-05-27,2017-07-02,42
"Planolinus fasciatus (Olivier, 1789)",794575,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1899-01-01,2015-08-20,33
"Potosia cuprea cuprea (Fabricius, 1775)",795541,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,,,
"Potosia cuprea metallica (Herbst, 1782)",795543,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,1960-07-15,1960-07-15,2,1960-07-15,2021-07-03,32
"Potosia cuprea olivacea Mulsant, 1842",795544,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1960-07-15,2019-07-05,5
"Rhizotrogus cicatricosus Mulsant, 1842",10908,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1972-07-27,1972-07-27,2
"Serica brunnea (Linnaeus, 1758)",10927,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1878-01-01,2020-07-21,19
"Sisyphus schaefferi schaefferi (Linnaeus, 1758)",200601,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,2012-07-20,2018-05-12,2
"Teuchestes fossor (Linnaeus, 1758)",200604,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1900-01-01,2022-06-17,38
"Trichius fasciatus (Linnaeus, 1758)",10990,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1947-04-11,2021-07-03,34
"Trichius gallicus Dejean, 1821",698946,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1994-08-05,2021-07-03,11
"Valgus hemipterus (Linnaeus, 1758)",10977,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,2005-06-21,2019-07-05,16
"Volinus sticticus (Panzer, 1798)",200639,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scarabaeidae,,,,1908-01-01,2018-05-12,6
"Anaspis costai Emery, 1876",235384,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scraptiidae,,,,2002-07-01,2019-07-07,9
"Anaspis lurida Stephens, 1832",235378,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scraptiidae,,,,2006-06-04,2017-06-30,5
"Anaspis varians Mulsant, 1856",12101,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scraptiidae,,,,2005-07-01,2009-07-10,24
"Scraptia dubia Olivier, 1790",235403,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Scraptiidae,,,,2002-07-14,2021-07-03,41
"Necrodes littoralis (Linnaeus, 1758)",10381,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Silphidae,,,,1995-07-17,1995-07-17,1
"Silvanus unidentatus (Olivier, 1790)",9045,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Silvanidae,,,,2011-05-21,2011-05-21,1
"Uleiota planatus (Linnaeus, 1760)",797171,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Silvanidae,,,,2011-05-21,2011-05-21,1
"Anthophagus alpestris alpestris Heer, 1839",253081,SSES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,2009-06-24,2009-07-09,8,1975-06-15,2009-07-10,32
"Anthophagus bicornis (Block, 1799)",10143,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1978-07-09,2021-07-02,12
"Anthophagus caraboides (Linnaeus, 1758)",10144,ES,Animalia,Arthropodes,Insectes,Hexapoda,Coleoptera,Staphylinidae,,,,1878-01-01,1878-01-01,1
